taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common 
Polymixia lowei,lowei,Polymixia,Polymixiidae,Polymixiiformes,Actinopterygii,NA,NA,NA,NA,Polymixia lowei,Beardfish
Chlorophthalmus agassizi,agassizi,Chlorophthalmus,Chlorophthalmidae,Aulopiformes,Actinopterygii,NA,NA,NA,NA,Chlorophthalmus agassizi,Shortnose greeneye
Monolene sessilicauda,sessilicauda,Monolene,Bothidae,Pleuronectiformes,Actinopterygii,NA,NA,NA,NA,Monolene sessilicauda,Deepwater flounder
Myctophum punctatum,punctatum,Myctophum,Myctophidae,Myctophiformes,Actinopterygii,NA,NA,NA,NA,Myctophum punctatum,Spotted lanternfish
Petromyzon marinus,marinus,Petromyzon,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,NA,NA,NA,NA,Petromyzon marinus,Sea lamprey
Benthodesmus simonyi,simonyi,Benthodesmus,Trichiuridae,Perciformes,Actinopterygii,NA,NA,NA,NA,Benthodesmus simonyi,Simony's frostfish
Centroscyllium fabricii,fabricii,Centroscyllium,Etmopteridae,Squaliformes,Elasmobranchii,NA,NA,NA,NA,Centroscyllium fabricii,Black dogfish
Acipenser oxyrinchus,oxyrinchus,Acipenser,Acipenseridae,Acipenseriformes,Actinopterygii,NA,NA,NA,NA,Acipenser oxyrinchus,Atlantic sturgeon
Chauliodus sloani,sloani,Chauliodus,Stomiidae,Stomiiformes,Actinopterygii,NA,NA,NA,NA,Chauliodus sloani,Sloane's viperfish
Cottunculus thomsonii,thomsonii,Cottunculus,Psychrolutidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Cottunculus thomsonii,Pallid sculpin
Salmo salar,salar,Salmo,Salmonidae,Salmoniformes,Actinopterygii,NA,NA,NA,NA,Salmo salar,Atlantic salmon
Cyttopsis rosea,rosea,Cyttopsis,Parazenidae,Zeiformes,Actinopterygii,NA,NA,NA,NA,Cyttopsis rosea,Rosy dory
Etmopterus princeps,princeps,Etmopterus,Etmopteridae,Squaliformes,Elasmobranchii,NA,NA,NA,NA,Etmopterus princeps,Great lanternshark
Scomberesox saurus,saurus,Scomberesox,Scomberesocidae,Beloniformes,Actinopterygii,NA,NA,NA,NA,Scomberesox saurus,Atlantic saury
Malacocephalus occidentalis,occidentalis,Malacocephalus,Macrouridae,Gadiformes,Actinopterygii,NA,NA,NA,NA,Malacocephalus occidentalis,Western softhead grenadier
Micromesistius poutassou,poutassou,Micromesistius,Gadidae,Gadiformes,Actinopterygii,NA,NA,NA,NA,Micromesistius poutassou,Blue whiting
Sphoeroides maculatus,maculatus,Sphoeroides,Tetraodontidae,Tetraodontiformes,Actinopterygii,NA,NA,NA,NA,Sphoeroides maculatus,Northern puffer
Careproctus reinhardti,reinhardti,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Careproctus reinhardti,Sea tadpole
Anoplogaster cornuta,cornuta,Anoplogaster,Anoplogastridae,Beryciformes,Actinopterygii,NA,NA,NA,NA,Anoplogaster cornuta,Common fangtooth
Ceratoscopelus maderensis,maderensis,Ceratoscopelus,Myctophidae,Myctophiformes,Actinopterygii,NA,NA,NA,NA,Ceratoscopelus maderensis,Madeira lantern fish
Conger oceanicus,oceanicus,Conger,Congridae,Anguilliformes,Actinopterygii,NA,NA,NA,NA,Conger oceanicus,American conger
Liparis atlanticus,atlanticus,Liparis,Liparidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Liparis atlanticus,Atlantic seasnail
Myoxocephalus scorpioides,scorpioides,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Myoxocephalus scorpioides,Arctic sculpin
Parasudis truculenta,truculenta,Parasudis,Chlorophthalmidae,Aulopiformes,Actinopterygii,NA,NA,NA,NA,Parasudis truculenta,Longnose greeneye
Cubiceps pauciradiatus,pauciradiatus,Cubiceps,Nomeidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Cubiceps pauciradiatus,Bigeye cigarfish
Lycodes pallidus,pallidus,Lycodes,Zoarcidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Lycodes pallidus,Pale eelpout
Artediellus atlanticus,atlanticus,Artediellus,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Artediellus atlanticus,Atlantic hookear sculpin
Liparis inquilinus,inquilinus,Liparis,Liparidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Liparis inquilinus,Inquiline snailfish
Macrourus berglax,berglax,Macrourus,Macrouridae,Gadiformes,Actinopterygii,NA,NA,NA,NA,Macrourus berglax,Roughhead grenadier
Myoxocephalus aenaeus,aenaeus,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Myoxocephalus aenaeus,Grubby
Synaphobranchus kaupii,kaupii,Synaphobranchus,Synaphobranchidae,Anguilliformes,Actinopterygii,NA,NA,NA,NA,Synaphobranchus kaupii,Kaup's arrowtooth eel
Foetorepus agassizii,agassizii,Foetorepus,Callionymidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Foetorepus agassizii,Spotfin dragonet
Icelus bicornis,bicornis,Icelus,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Icelus bicornis,Twohorn sculpin
Lamna nasus,nasus,Lamna,Lamnidae,Lamniformes,Elasmobranchii,NA,NA,NA,NA,Lamna nasus,Porbeagle
Melanostigma atlanticum,atlanticum,Melanostigma,Zoarcidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Melanostigma atlanticum,Atlantic soft pout
Torpedo nobiliana,nobiliana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,NA,NA,NA,NA,Torpedo nobiliana,Electric ray
Argyropelecus aculeatus,aculeatus,Argyropelecus,Sternoptychidae,Stomiiformes,Actinopterygii,NA,NA,NA,NA,Argyropelecus aculeatus,Lovely hatchetfish
Liparis coheni,coheni,Liparis,Liparidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Liparis coheni,Gulf snailfish
Rajella fyllae,fyllae,Rajella,Rajidae,Rajiformes,Elasmobranchii,NA,NA,NA,NA,Rajella fyllae,Round ray
Brevoortia tyrannus,tyrannus,Brevoortia,Clupeidae,Clupeiformes,Actinopterygii,NA,NA,NA,NA,Brevoortia tyrannus,Atlantic menhaden
Symphurus diomedeanus,diomedeanus,Symphurus,Cynoglossidae,Pleuronectiformes,Actinopterygii,NA,NA,NA,NA,Symphurus diomedeanus,Spottedfin tonguefish
Naucrates ductor,ductor,Naucrates,Carangidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Naucrates ductor,Pilotfish
Selene setapinnis,setapinnis,Selene,Carangidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Selene setapinnis,Atlantic moonfish
Careproctus ranula,ranula,Careproctus,Liparidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Careproctus ranula,Scotian snailfish
Macroramphosus scolopax,scolopax,Macroramphosus,Centriscidae,Syngnathiformes,Actinopterygii,NA,NA,NA,NA,Macroramphosus scolopax,Longspine snipefish
Triglops pingelii,pingelii,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Triglops pingelii,Ribbed sculpin
Xenolepidichthys dalgleishi,dalgleishi,Xenolepidichthys,Grammicolepididae,Zeiformes,Actinopterygii,NA,NA,NA,NA,Xenolepidichthys dalgleishi,Spotted tinselfish
Antimora rostrata,rostrata,Antimora,Moridae,Gadiformes,Actinopterygii,NA,NA,NA,NA,Antimora rostrata,Blue antimora
Grammicolepis brachiusculus,brachiusculus,Grammicolepis,Grammicolepididae,Zeiformes,Actinopterygii,NA,NA,NA,NA,Grammicolepis brachiusculus,Thorny tinselfish
Halieutichthys aculeatus,aculeatus,Halieutichthys,Ogcocephalidae,Lophiiformes,Actinopterygii,NA,NA,NA,NA,Halieutichthys aculeatus,Pancake batfish
Lopholatilus chamaeleonticeps,chamaeleonticeps,Lopholatilus,Malacanthidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Lopholatilus chamaeleonticeps,Great northern tilefish
Benthosema glaciale,glaciale,Benthosema,Myctophidae,Myctophiformes,Actinopterygii,NA,NA,NA,NA,Benthosema glaciale,Glacier lantern fish
Seriola dumerili,dumerili,Seriola,Carangidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Seriola dumerili,Greater amberjack
Paraliparis calidus,calidus,Paraliparis,Liparidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Paraliparis calidus,Lowfin snailfish
Triglops nybelini,nybelini,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,NA,NA,NA,NA,Triglops nybelini,Bigeye sculpin
Epigonus pandionis,pandionis,Epigonus,Epigonidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Epigonus pandionis,Bigeye
Nealotus tripes,tripes,Nealotus,Gempylidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Nealotus tripes,Black snake mackerel
Stomias longibarbatus,longibarbatus,Stomias,Stomiidae,Stomiiformes,Actinopterygii,NA,NA,NA,NA,Stomias longibarbatus,Longbarb scaly dragonfish
Lampanyctus macdonaldi,macdonaldi,Lampanyctus,Myctophidae,Myctophiformes,Actinopterygii,NA,NA,NA,NA,Lampanyctus macdonaldi,Rakery beaconlamp
Leucoraja garmani,garmani,Leucoraja,Rajidae,Rajiformes,Elasmobranchii,NA,NA,NA,NA,Leucoraja garmani,Rosette skate
Nezumia aequalis,aequalis,Nezumia,Macrouridae,Gadiformes,Actinopterygii,NA,NA,NA,NA,Nezumia aequalis,Common atlantic grenadier
Anotopterus pharao,pharao,Anotopterus,Anotopteridae,Aulopiformes,Actinopterygii,NA,NA,NA,NA,Anotopterus pharao,Daggertooth
Antigonia capros,capros,Antigonia,Caproidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Antigonia capros,Deepbody boarfish
Pholis fasciata,fasciata,Pholis,Pholidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Pholis fasciata,Banded gunnel
Lycodes eudipleurostictus,eudipleurostictus,Lycodes,Zoarcidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Lycodes eudipleurostictus,Doubleline eelpout
Anguilla rostrata,rostrata,Anguilla,Anguillidae,Anguilliformes,Actinopterygii,NA,NA,NA,NA,Anguilla rostrata,American eel
Balistes capriscus,capriscus,Balistes,Balistidae,Tetraodontiformes,Actinopterygii,NA,NA,NA,NA,Balistes capriscus,Grey triggerfish
Parablennius marmoreus,marmoreus,Parablennius,Blenniidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Parablennius marmoreus,Seaweed blenny
Xiphias gladius,gladius,Xiphias,Xiphiidae,Perciformes,Actinopterygii,NA,NA,NA,NA,Xiphias gladius,Swordfish
Malacosteus niger,niger,Malacosteus,Stomiidae,Stomiiformes,Actinopterygii,NA,NA,NA,NA,Malacosteus niger,Stoplight loosejaw
Clinocardium nuttallii,nuttallii,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,NA,NA,Clinocardium nuttallii,Nuttall cockle
Buccinum oedematum,oedematum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Buccinum oedematum,Swollen whelk
Elassochirus tenuimanus,tenuimanus,Elassochirus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Elassochirus tenuimanus,Widehand hermit
Elassochirus cavimanus,cavimanus,Elassochirus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Elassochirus cavimanus,Purple hermit
Chlamys albida,albida,Chlamys,Pectinidae,Ostreoida,Bivalvia,NA,NA,NA,NA,Chlamys albida,White scallop
Florometra asperrima,asperrima,Florometra,Antedonidae,Comatulida,Crinoidea,NA,NA,NA,NA,Florometra asperrima,Rough feather star
Chlamys behringiana,behringiana,Chlamys,Pectinidae,Ostreoida,Bivalvia,NA,NA,NA,NA,Chlamys behringiana,Bering scallop
Astarte borealis,borealis,Astarte,Astartidae,Veneroida,Bivalvia,NA,NA,NA,NA,Astarte borealis,Boreal astarte
Astarte crenata,crenata,Astarte,Astartidae,Veneroida,Bivalvia,NA,NA,NA,NA,Astarte crenata,Crenulate astarte
Henricia sanguinolenta,sanguinolenta,Henricia,Echinasteridae,Spinulosida,Asteroidea,NA,NA,NA,NA,Henricia sanguinolenta,Sea star
Solaster dawsoni,dawsoni,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,NA,NA,NA,Solaster dawsoni,Morning sun star
Colus callorhinus,callorhinus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Colus callorhinus,Strombiform whelk
Cucumaria japonica,japonica,Cucumaria,Cucumariidae,Dendrochirotida,Holothuroidea,NA,NA,NA,NA,Cucumaria japonica,Japanese cucumaria
Cranopsis major,major,Cranopsis,Fissurellidae,Patellogastropoda,Gastropoda,NA,NA,NA,NA,Cranopsis major,Great puncturella
Empleconia vaginata,vaginata,Empleconia,Limopsidae,Arcoida,Bivalvia,NA,NA,NA,NA,Empleconia vaginata,Vaginate limops
Solaster endeca,endeca,Solaster,Solasteridae,Spinulosida,Asteroidea,NA,NA,NA,NA,Solaster endeca,Northern sun star
Volutopsius regularis,regularis,Volutopsius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Volutopsius regularis,Regular whelk
Pagurus kennerlyi,kennerlyi,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus kennerlyi,Bluespine hermit
Cadlina modesta,modesta,Cadlina,Chromodorididae,Nudibranchia,Gastropoda,NA,NA,NA,NA,Cadlina modesta,Modest cadlina
Pagurus cornutus,cornutus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus cornutus,Hornyhand hermit
Phacellophora camtschatica,camtschatica,Phacellophora,Ulmaridae,Semaeostomeae,Scyphozoa,NA,NA,NA,NA,Phacellophora camtschatica,Fried egg jellyfish
Cribrinopsis fernaldi,fernaldi,Cribrinopsis,Actiniidae,Actiniaria,Anthozoa,NA,NA,NA,NA,Cribrinopsis fernaldi,Chevron-tentacle anemone
Stomphia coccinea,coccinea,Stomphia,Actinostolidae,Actiniaria,Anthozoa,NA,NA,NA,NA,Stomphia coccinea,Swimming anemone
Hapalogaster grebnitzkii,grebnitzkii,Hapalogaster,Lithodidae,Decapoda,Malacostraca,NA,NA,NA,NA,Hapalogaster grebnitzkii,Soft crab
Buccinum eugrammatum,eugrammatum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Buccinum eugrammatum,Lirate whelk
Lithodes couesi,couesi,Lithodes,Lithodidae,Decapoda,Malacostraca,NA,NA,NA,NA,Lithodes couesi,Scarlet king crab
Aurelia labiata,labiata,Aurelia,Ulmaridae,Semaeostomeae,Scyphozoa,NA,NA,NA,NA,Aurelia labiata,Pacific moon jelly
Parvamussium alaskense,alaskense,Parvamussium,Propeamussidae,Ostreoida,Bivalvia,NA,NA,NA,NA,Parvamussium alaskense,Alaska glass-scallop
Beringius crebricostatus,crebricostatus,Beringius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Beringius crebricostatus,Thick-cord whelk
Armina californica,californica,Armina,Arminidae,Nudibranchia,Gastropoda,NA,NA,NA,NA,Armina californica,California armina
Megayoldia thraciaeformis,thraciaeformis,Megayoldia,Yoldiidae,Nuculoida,Bivalvia,NA,NA,NA,NA,Megayoldia thraciaeformis,Broad yoldia
Eualus barbatus,barbatus,Eualus,Hippolytidae,Decapoda,Malacostraca,NA,NA,NA,NA,Eualus barbatus,Barbed eualid
Pagurus dalli,dalli,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus dalli,Whiteknee hermit
Metridium senile,senile,Metridium,Metridiidae,Actiniaria,Anthozoa,NA,NA,NA,NA,Metridium senile,Clonal plumose anemone
Eualus biunguis,biunguis,Eualus,Hippolytidae,Decapoda,Malacostraca,NA,NA,NA,NA,Eualus biunguis,Deepsea eualid
Bulbus fragilis,fragilis,Bulbus,Naticidae,Neotaenioglossa,Gastropoda,NA,NA,NA,NA,Bulbus fragilis,Fragile moonsnail
Cryptochiton stelleri,stelleri,Cryptochiton,Acanthochitonidae,Chitonida,Polyplacophora,NA,NA,NA,NA,Cryptochiton stelleri,Giant pacific chiton
Argis crassa,crassa,Argis,Crangonidae,Decapoda,Malacostraca,NA,NA,NA,NA,Argis crassa,Rough argid
Pandalopsis aleutica,aleutica,Pandalopsis,Pandalidae,Decapoda,Malacostraca,NA,NA,NA,NA,Pandalopsis aleutica,Aleutian bigeye
Pasiphaea tarda,tarda,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,NA,NA,NA,Pasiphaea tarda,Crimson pasiphaeid
Colus periscelidus,periscelidus,Colus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Colus periscelidus,Garter whelk
Tritonia festiva,festiva,Tritonia,Tritoniidae,Nudibranchia,Gastropoda,NA,NA,NA,NA,Tritonia festiva,Diamondback tritonia
Pandalus stenolepis,stenolepis,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,NA,NA,NA,Pandalus stenolepis,Roughpatch shrimp
Pagurus tanneri,tanneri,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus tanneri,Longhand hermit
Buccinum aleuticum,aleuticum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Buccinum aleuticum,Aleut whelk
Florometra serratissima,serratissima,Florometra,Antedonidae,Comatulida,Crinoidea,NA,NA,NA,NA,Florometra serratissima,Common feather star
Primnoa resedaeformis,resedaeformis,Primnoa,Primnoidae,Alcyonacea,Anthozoa,NA,NA,NA,NA,Primnoa resedaeformis,Red trees
Pandalopsis ampla,ampla,Pandalopsis,Pandalidae,Decapoda,Malacostraca,NA,NA,NA,NA,Pandalopsis ampla,Deepwater bigeye
Archidoris montereyensis,montereyensis,Archidoris,Archidorididae,Nudibranchia,Gastropoda,NA,NA,NA,NA,Archidoris montereyensis,Monterey sea-lemon
Pagurus trigonocheirus,trigonocheirus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus trigonocheirus,Fuzzy hermit
Volutopsius castanea,castanea,Volutopsius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Volutopsius castanea,Volute whelk
Oregonia bifurca,bifurca,Oregonia,Oregoniidae,Decapoda,Malacostraca,NA,NA,NA,NA,Oregonia bifurca,Splitnose crab
Pagurus rathbuni,rathbuni,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus rathbuni,Longfinger hermit
Musculus niger,niger,Musculus,Mytilidae,Mytiloida,Bivalvia,NA,NA,NA,NA,Musculus niger,Black mussel
Limopsis akutanica,akutanica,Limopsis,Limopsidae,Arcoida,Bivalvia,NA,NA,NA,NA,Limopsis akutanica,Akutan limops
Buccinum glaciale,glaciale,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Buccinum glaciale,Glacial whelk
Velutina velutina,velutina,Velutina,Velutinidae,Neotaenioglossa,Gastropoda,NA,NA,NA,NA,Velutina velutina,Smooth lamellaria
Buccinum picturatum,picturatum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Buccinum picturatum,Painted whelk
Lopholithodes mandtii,mandtii,Lopholithodes,Lithodidae,Decapoda,Malacostraca,NA,NA,NA,NA,Lopholithodes mandtii,Puget sound king crab
Neognathophausia ingens,ingens,Neognathophausia,Gnathophausiidae,Lophogastrida,Malacostraca,NA,NA,NA,NA,Neognathophausia ingens,Giant red mysid
Metacrangon variabilis,variabilis,Metacrangon,Crangonidae,Decapoda,Malacostraca,NA,NA,NA,NA,Metacrangon variabilis,Deepsea spinyhead
Cadlina luteomarginata,luteomarginata,Cadlina,Chromodorididae,Nudibranchia,Gastropoda,NA,NA,NA,NA,Cadlina luteomarginata,Yellow-edge cadlina
Dendronotus dalli,dalli,Dendronotus,Dendronotidae,Nudibranchia,Gastropoda,NA,NA,NA,NA,Dendronotus dalli,Dall's dendronotus
Lebbeus polaris,polaris,Lebbeus,Hippolytidae,Decapoda,Malacostraca,NA,NA,NA,NA,Lebbeus polaris,Polar lebbeid
Argis ovifer,ovifer,Argis,Crangonidae,Decapoda,Malacostraca,NA,NA,NA,NA,Argis ovifer,Spliteye argid
Craniella spinosa,spinosa,Craniella,Tetillidae,Spirophorida,Demospongiae,NA,NA,NA,NA,Craniella spinosa,Spiny tennis ball sponge
Stomphia didemon,didemon,Stomphia,Actinostolidae,Actiniaria,Anthozoa,NA,NA,NA,NA,Stomphia didemon,Cowardly anemone
Ascidia paratropa,paratropa,Ascidia,Ascidiidae,Enterogona,Ascidiacea,NA,NA,NA,NA,Ascidia paratropa,Glassy tunicate
Serripes notabilis,notabilis,Serripes,Cardiidae,Veneroida,Bivalvia,NA,NA,NA,NA,Serripes notabilis,Oblique smoothcockle
Oscarella lobularis,lobularis,Oscarella,Plakinidae,Homosclerophorida,Demospongiae,NA,NA,NA,NA,Oscarella lobularis,Bubble oscar sponge
Cucumaria frondosa,frondosa,Cucumaria,Cucumariidae,Dendrochirotida,Holothuroidea,NA,NA,NA,NA,Cucumaria frondosa,Orange-footed sea cucumber
Vampyroteuthis infernalis,infernalis,Vampyroteuthis,Vampyroteuthidae,Vampyromorphida,Cephalopoda,NA,NA,NA,NA,Vampyroteuthis infernalis,Vampire squid
Spirontocaris arcuata,arcuata,Spirontocaris,Hippolytidae,Decapoda,Malacostraca,NA,NA,NA,NA,Spirontocaris arcuata,Rathbun blade shrimp
Clinocardium blandum,blandum,Clinocardium,Cardiidae,Veneroida,Bivalvia,NA,NA,NA,NA,Clinocardium blandum,Low-rib cockle
Cryptonatica affinis,affinis,Cryptonatica,Naticidae,Neotaenioglossa,Gastropoda,NA,NA,NA,NA,Cryptonatica affinis,Arctic moonsnail
Placiphorella rufa,rufa,Placiphorella,Mopaliidae,Chitonida,Polyplacophora,NA,NA,NA,NA,Placiphorella rufa,Red veiled chiton
Apostichopus japonicus,japonicus,Apostichopus,Stichopodidae,Aspidochirotida,Holothuroidea,NA,NA,NA,NA,Apostichopus japonicus,Japanese sea cucumber
Argis alaskensis,alaskensis,Argis,Crangonidae,Decapoda,Malacostraca,NA,NA,NA,NA,Argis alaskensis,Alaska argid
Distaplia occidentalis,occidentalis,Distaplia,Holozoidae,Enterogona,Ascidiacea,NA,NA,NA,NA,Distaplia occidentalis,Mushroom tunicate
Limneria prolongata,prolongata,Limneria,Velutinidae,Neotaenioglossa,Gastropoda,NA,NA,NA,NA,Limneria prolongata,Elongate lamellaria
Astarte montagui,montagui,Astarte,Astartidae,Veneroida,Bivalvia,NA,NA,NA,NA,Astarte montagui,Narrow-hinge astarte
Cyclocardia crassidens,crassidens,Cyclocardia,Carditidae,Veneroida,Bivalvia,NA,NA,NA,NA,Cyclocardia crassidens,Thick cyclocardia
Notostomus japonicus,japonicus,Notostomus,Oplophoridae,Decapoda,Malacostraca,NA,NA,NA,NA,Notostomus japonicus,Japanese spinyridge
Onchidiopsis glacialis,glacialis,Onchidiopsis,Lamellariidae,Neotaenioglossa,Gastropoda,NA,NA,NA,NA,Onchidiopsis glacialis,Icy lamellaria
Astarte arctica,arctica,Astarte,Astartidae,Veneroida,Bivalvia,NA,NA,NA,NA,Astarte arctica,Arctic astarte
Argis levior,levior,Argis,Crangonidae,Decapoda,Malacostraca,NA,NA,NA,NA,Argis levior,Nelson argid
Panomya norvegica,norvegica,Panomya,Hiatellidae,Myoida,Bivalvia,NA,NA,NA,NA,Panomya norvegica,Arctic roughmya
Pandalopsis longirostris,longirostris,Pandalopsis,Pandalidae,Decapoda,Malacostraca,NA,NA,NA,NA,Pandalopsis longirostris,Northern longbeak
Lussivolutopsius filosus,filosus,Lussivolutopsius,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Lussivolutopsius filosus,Threaded whelk
Elassochirus gilli,gilli,Elassochirus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Elassochirus gilli,Pacific red hermit
Sasakiopus salebrosus,salebrosus,Sasakiopus,Octopodidae,Octopoda,Cephalopoda,NA,NA,NA,NA,Sasakiopus salebrosus,Rough octopus
Apostichopus californicus,californicus,Apostichopus,Stichopodidae,Aspidochirotida,Holothuroidea,NA,NA,NA,NA,Apostichopus californicus,California sea cucumber
Botryllus schlosseri,schlosseri,Botryllus,Styelidae,Pleurogona,Ascidiacea,NA,NA,NA,NA,Botryllus schlosseri,Golden star tunicate
Cnemidocarpa finmarkiensis,finmarkiensis,Cnemidocarpa,Styelidae,Pleurogona,Ascidiacea,NA,NA,NA,NA,Cnemidocarpa finmarkiensis,Shiny red sea squirt
Pseudosuberites montiniger,montiniger,Pseudosuberites,Suberitidae,Hadromerida,Demospongiae,NA,NA,NA,NA,Pseudosuberites montiniger,Peachball sponge
Polymastia pacifica,pacifica,Polymastia,Polymastiidae,Hadromerida,Demospongiae,NA,NA,NA,NA,Polymastia pacifica,Aggregated nipple sponge
Astarte elliptica,elliptica,Astarte,Astartidae,Veneroida,Bivalvia,NA,NA,NA,NA,Astarte elliptica,Elliptical astarte
Chrysaora fuscescens,fuscescens,Chrysaora,Pelagiidae,Semaeostomeae,Scyphozoa,NA,NA,NA,NA,Chrysaora fuscescens,Brown jellyfish
Lebbeus washingtonianus,washingtonianus,Lebbeus,Hippolytidae,Decapoda,Malacostraca,NA,NA,NA,NA,Lebbeus washingtonianus,Slope lebbeid
Crangon alaskensis,alaskensis,Crangon,Crangonidae,Decapoda,Malacostraca,NA,NA,NA,NA,Crangon alaskensis,Alaska shrimp
Berryteuthis anonychus,anonychus,Berryteuthis,Gonatidae,Teuthida,Cephalopoda,NA,NA,NA,NA,Berryteuthis anonychus,Smallfin gonate squid
Gonatus pyros,pyros,Gonatus,Gonatidae,Teuthida,Cephalopoda,NA,NA,NA,NA,Gonatus pyros,Fiery armhook squid
Velutina rubra,rubra,Velutina,Velutinidae,Neotaenioglossa,Gastropoda,NA,NA,NA,NA,Velutina rubra,Red lamellaria
Pagurus setosus,setosus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus setosus,Setose hermit
Pagurus hirsutiusculus,hirsutiusculus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,NA,NA,NA,Pagurus hirsutiusculus,Hairy hermit
Heptacarpus maxillipes,maxillipes,Heptacarpus,Hippolytidae,Decapoda,Malacostraca,NA,NA,NA,NA,Heptacarpus maxillipes,Aleutian coastal shrimp
Urticina lofotensis,lofotensis,Urticina,Actiniidae,Actiniaria,Anthozoa,NA,NA,NA,NA,Urticina lofotensis,Spotted red anemone
Mytilus edulis,edulis,Mytilus,Mytilidae,Mytiloida,Bivalvia,NA,NA,NA,NA,Mytilus edulis,Blue mussel
Bentheogennema borealis,borealis,Bentheogennema,Benthesicymidae,Decapoda,Malacostraca,NA,NA,NA,NA,Bentheogennema borealis,Northern blunt-tail shrimp
Neptunea smirnia,smirnia,Neptunea,Buccinidae,Neogastropoda,Gastropoda,NA,NA,NA,NA,Neptunea smirnia,Smirnia whelk
